student_ID,Gender,EthnicGroup,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,MathScore,ReadingScore,School
33,female,group B,free/reduced,completed,married,sometimes,69,75,5
34,male,NA,standard,completed,married,regularly,64,64,5
35,female,group B,free/reduced,completed,married,regularly,46,71,5
36,male,group C,free/reduced,none,married,sometimes,64,66,5
37,male,group D,standard,completed,married,never,49,42,5
38,female,group D,standard,none,married,regularly,76,79,5
39,female,group C,standard,NA,married,regularly,76,82,5
40,male,group B,standard,none,single,sometimes,52,47,5
41,female,group D,standard,none,married,regularly,78,86,5
42,male,group D,standard,none,married,never,66,65,5
44,female,group D,standard,none,married,sometimes,84,86,5
45,female,group B,standard,none,divorced,sometimes,85,94,5
46,female,group C,standard,completed,married,sometimes,71,83,5
47,male,group C,free/reduced,none,married,regularly,63,51,5
48,male,group A,standard,none,married,sometimes,86,59,5
49,female,group D,free/reduced,none,single,regularly,47,52,5
50,male,group B,standard,none,married,sometimes,88,66,5
52,female,group E,standard,none,married,regularly,81,86,5
53,female,group D,free/reduced,none,married,regularly,66,78,5
54,female,group E,standard,none,married,sometimes,68,78,5
55,female,group D,free/reduced,none,married,sometimes,46,54,5
56,male,group C,standard,none,divorced,never,36,35,5
57,female,group E,free/reduced,none,married,sometimes,75,70,5
58,male,group B,standard,none,married,sometimes,64,63,5
59,male,group D,standard,completed,single,regularly,67,64,5
60,female,group B,standard,completed,single,sometimes,85,94,5
61,female,group C,standard,NA,married,regularly,83,89,5
62,male,group C,standard,none,single,regularly,92,84,5
63,female,group D,standard,none,single,sometimes,62,75,5
64,female,group D,standard,completed,married,NA,44,51,5
65,male,group E,standard,NA,married,sometimes,100,94,5
66,male,group D,standard,none,married,sometimes,79,81,5
67,female,group A,standard,none,single,sometimes,72,76,5
68,female,group C,standard,none,divorced,sometimes,81,89,5
69,male,group C,free/reduced,none,divorced,sometimes,55,69,5
70,male,group D,free/reduced,completed,married,sometimes,57,58,5
71,female,group B,standard,none,divorced,sometimes,81,86,5
72,male,group B,free/reduced,none,single,sometimes,63,55,5
73,female,group E,standard,none,married,regularly,75,73,5
74,female,group D,standard,none,married,sometimes,59,68,5
75,male,group C,standard,none,single,sometimes,67,62,5
76,female,group B,standard,completed,single,regularly,69,91,5
77,female,group D,standard,none,married,NA,54,63,5
78,male,group C,free/reduced,none,married,sometimes,64,65,5
79,female,group E,free/reduced,none,divorced,regularly,49,69,5
80,female,group C,standard,completed,single,sometimes,98,100,5
81,female,group C,standard,completed,single,sometimes,34,57,5
82,male,group D,free/reduced,none,married,sometimes,57,65,5
83,male,group E,standard,completed,divorced,regularly,86,79,5
84,male,group A,standard,completed,married,sometimes,74,78,5
85,female,group C,free/reduced,completed,married,never,37,62,5
86,male,group D,free/reduced,none,single,sometimes,63,56,5
87,male,group D,standard,completed,married,regularly,77,61,5
88,male,group A,free/reduced,none,married,sometimes,67,61,5
89,female,group C,free/reduced,none,married,sometimes,35,47,5
90,female,group C,standard,completed,married,regularly,63,73,5
91,female,group A,standard,completed,married,sometimes,69,62,5
92,female,group D,standard,none,married,regularly,48,53,5
93,female,group D,free/reduced,none,widowed,sometimes,69,81,5
94,female,group B,standard,completed,married,sometimes,78,98,5
95,female,group E,free/reduced,completed,married,regularly,62,70,5
96,female,group C,standard,none,married,regularly,66,75,5
97,male,group C,standard,none,NA,regularly,89,81,5
98,male,group A,standard,none,married,sometimes,64,51,5
100,male,group C,standard,none,married,sometimes,78,75,5
101,female,group C,standard,none,married,never,50,55,5
102,female,group C,standard,none,single,regularly,75,86,5
103,female,group E,free/reduced,none,divorced,regularly,31,44,5
104,female,group C,standard,none,single,regularly,76,71,5
105,male,group E,free/reduced,completed,divorced,sometimes,61,62,5
106,male,group E,free/reduced,none,divorced,sometimes,87,77,5
107,female,NA,standard,none,married,regularly,37,40,5
108,female,group E,standard,none,single,sometimes,65,62,5
109,female,group C,standard,none,married,sometimes,41,55,5
110,male,group C,standard,none,NA,sometimes,84,79,5
111,female,group C,standard,NA,widowed,regularly,63,66,5
112,male,group C,free/reduced,none,single,sometimes,50,54,5
113,male,group C,standard,none,single,sometimes,84,74,5
114,male,group E,standard,none,single,regularly,78,73,5
115,male,group D,standard,none,married,regularly,78,72,5
116,female,group D,standard,completed,single,sometimes,55,58,5
117,female,group C,standard,completed,married,sometimes,58,70,5
118,female,group B,free/reduced,none,single,sometimes,68,81,5
119,male,group B,free/reduced,completed,married,regularly,46,36,5
120,female,group E,free/reduced,none,single,sometimes,78,94,5
121,male,group B,standard,NA,married,sometimes,80,85,5
122,male,group C,standard,none,divorced,regularly,83,88,5
123,male,group B,standard,none,married,regularly,58,55,5
124,male,group C,free/reduced,none,married,sometimes,56,58,5
126,female,group C,standard,none,married,never,84,89,5
127,female,group D,standard,none,single,regularly,67,70,5
128,male,group C,free/reduced,none,single,regularly,82,79,5
129,female,group E,standard,completed,married,sometimes,88,81,5
130,male,group E,standard,none,single,regularly,92,81,5
131,male,group D,standard,completed,NA,sometimes,95,84,5
132,male,group D,standard,none,married,sometimes,76,72,5
133,male,group C,standard,none,married,sometimes,66,60,5
134,male,group D,standard,none,single,sometimes,75,73,5
135,female,group B,free/reduced,completed,married,sometimes,64,72,5
136,female,group A,standard,NA,single,regularly,72,76,5
137,female,group C,standard,completed,married,sometimes,52,72,5
138,female,group D,standard,none,married,never,53,65,5
139,male,group D,standard,NA,single,sometimes,62,56,5
140,female,group C,standard,none,single,regularly,76,82,5
141,male,group C,standard,none,married,sometimes,73,64,5
142,female,group C,standard,completed,single,never,70,93,5
143,female,group B,standard,none,married,regularly,85,88,5
144,male,group B,free/reduced,none,married,sometimes,67,74,5
145,male,group E,standard,none,single,sometimes,77,71,5
146,male,group C,standard,none,divorced,sometimes,66,59,5
147,female,group E,standard,NA,married,sometimes,81,84,5
148,male,NA,free/reduced,none,married,regularly,88,80,5
149,male,group D,standard,completed,single,sometimes,72,51,5
150,female,group B,free/reduced,completed,single,regularly,70,74,5
152,male,group A,standard,none,widowed,sometimes,92,86,5
153,male,group C,standard,none,single,regularly,74,66,5
154,female,group E,standard,none,married,sometimes,75,74,5
155,female,group D,standard,completed,single,regularly,99,99,5
156,female,group E,free/reduced,none,married,never,74,78,5
157,female,group B,standard,none,single,regularly,85,94,5
158,male,group B,standard,completed,married,regularly,81,76,5
159,male,group C,standard,completed,married,sometimes,74,78,5
160,male,group B,standard,completed,married,regularly,59,57,5
161,male,group B,free/reduced,completed,divorced,regularly,79,66,5
162,female,group E,standard,completed,married,regularly,70,64,5
163,female,NA,standard,completed,married,never,96,95,5
165,female,group C,standard,none,single,never,53,61,5
166,male,group C,standard,completed,married,sometimes,94,91,5
167,female,group C,standard,none,single,regularly,63,69,5
168,female,group B,standard,none,single,sometimes,76,94,5
170,female,group D,standard,completed,married,regularly,37,61,5
171,female,group D,standard,completed,single,sometimes,67,91,5
172,female,group B,free/reduced,completed,married,regularly,75,92,5
173,male,group B,standard,none,single,regularly,97,92,5
174,male,group D,free/reduced,none,widowed,sometimes,66,59,5
175,female,group B,standard,none,divorced,sometimes,55,76,5
176,male,group E,standard,none,married,sometimes,77,64,5
177,female,group C,standard,none,married,sometimes,46,66,5
178,male,group E,standard,none,married,sometimes,94,80,5
179,male,group E,free/reduced,none,divorced,regularly,86,80,5
180,male,group C,standard,none,married,sometimes,46,39,5
181,female,group D,free/reduced,none,divorced,regularly,59,74,5
182,male,group D,standard,none,divorced,sometimes,61,57,5
183,male,group B,free/reduced,none,married,regularly,35,32,5
184,female,NA,standard,none,divorced,never,63,67,5
185,male,group B,standard,none,married,regularly,86,68,5
186,male,NA,free/reduced,none,divorced,regularly,58,62,5
187,female,group D,free/reduced,none,married,sometimes,61,71,5
188,female,group E,standard,none,married,regularly,91,94,5
189,female,group E,free/reduced,completed,divorced,never,85,98,5
190,female,group D,free/reduced,completed,married,regularly,41,54,5
191,female,group B,standard,none,married,never,56,70,5
192,female,group C,standard,completed,married,sometimes,56,75,5
193,male,group A,free/reduced,none,married,regularly,35,34,5
194,male,group A,standard,completed,divorced,sometimes,64,58,5
195,female,group C,free/reduced,none,single,sometimes,36,45,5
196,male,group D,free/reduced,none,divorced,sometimes,46,41,5
197,female,group D,free/reduced,none,married,sometimes,49,57,5
198,male,group A,standard,completed,married,regularly,58,55,5
199,female,group C,standard,none,single,sometimes,72,73,5
200,female,group B,standard,none,married,regularly,63,74,5
201,male,group D,standard,none,single,regularly,80,73,5
202,male,group C,standard,none,married,never,64,71,5
203,female,group B,standard,completed,married,regularly,47,55,5
204,male,group D,standard,none,married,NA,64,63,5
206,male,group D,standard,completed,divorced,sometimes,75,69,5
207,male,group C,free/reduced,completed,married,sometimes,71,76,5
208,female,group C,standard,NA,divorced,never,74,93,5
209,female,group D,free/reduced,completed,divorced,sometimes,57,69,5
210,male,group C,standard,none,married,sometimes,71,76,5
211,male,group C,standard,none,married,sometimes,53,54,5
212,female,group C,standard,none,married,sometimes,79,91,5
213,female,group A,standard,none,married,sometimes,76,76,5
214,female,group D,free/reduced,none,single,sometimes,49,64,5
215,female,group C,standard,none,single,regularly,90,98,5
216,male,group D,free/reduced,completed,married,sometimes,74,77,5
217,female,group B,free/reduced,none,married,regularly,31,34,5
218,male,group D,standard,none,married,sometimes,69,67,5
219,male,group E,standard,NA,single,regularly,87,73,5
220,male,group C,standard,completed,married,sometimes,82,76,5
221,male,group D,free/reduced,none,divorced,sometimes,74,67,5
222,female,group B,free/reduced,none,married,sometimes,80,85,5
223,female,group C,free/reduced,none,married,sometimes,48,65,5
224,female,group B,standard,none,married,sometimes,88,99,5
225,female,group C,standard,none,married,regularly,76,72,5
226,female,group D,standard,completed,married,sometimes,57,69,5
227,female,NA,standard,none,NA,never,63,64,5
229,female,group C,standard,none,single,sometimes,62,69,5
230,male,group A,free/reduced,none,married,regularly,62,56,5
231,female,group B,free/reduced,none,single,sometimes,60,81,5
232,male,group A,standard,completed,divorced,regularly,100,96,5
233,male,group D,standard,none,divorced,regularly,53,47,5
234,female,group C,free/reduced,none,single,sometimes,70,78,5
235,male,group B,free/reduced,none,married,regularly,48,50,5
236,female,group D,standard,completed,married,sometimes,47,51,5
238,male,group D,standard,completed,divorced,sometimes,85,84,5
239,female,group D,standard,none,married,NA,85,89,5
241,female,group E,free/reduced,none,married,regularly,76,88,5
242,male,group C,free/reduced,none,married,regularly,62,54,5
243,female,group B,free/reduced,none,married,regularly,42,52,5
244,male,group E,standard,none,married,regularly,73,60,5
245,male,group E,standard,completed,married,never,58,54,5
246,male,group D,standard,none,married,sometimes,64,64,5
248,male,group E,standard,completed,single,regularly,99,98,5
249,female,group E,standard,none,married,sometimes,60,69,5
250,male,group D,standard,none,single,sometimes,72,59,5
251,female,NA,free/reduced,none,single,sometimes,39,55,5
252,female,group C,free/reduced,none,single,sometimes,47,59,5
253,female,group C,standard,completed,married,sometimes,43,53,5
254,male,group A,standard,none,married,sometimes,74,63,5
255,male,group D,free/reduced,none,NA,NA,60,69,5
256,female,group C,free/reduced,none,married,regularly,50,65,5
257,female,group E,standard,none,married,never,72,73,5
258,female,group C,standard,none,married,never,75,87,5
259,male,group E,standard,none,divorced,sometimes,90,78,5
260,female,group D,standard,completed,married,sometimes,74,91,5
261,female,group E,free/reduced,none,divorced,sometimes,78,86,5
262,male,group C,standard,none,married,sometimes,66,64,5
263,female,group B,standard,NA,NA,sometimes,83,92,5
264,female,group C,free/reduced,none,married,sometimes,44,57,5
265,female,group D,free/reduced,completed,married,sometimes,69,75,5
266,female,group D,standard,completed,married,NA,89,95,5
267,female,group D,standard,completed,single,sometimes,73,91,5
268,female,group D,standard,none,widowed,sometimes,62,79,5
269,male,group C,standard,completed,single,sometimes,82,86,5
270,female,group C,standard,NA,divorced,regularly,30,43,5
271,male,group C,standard,completed,married,regularly,92,85,5
272,male,group E,free/reduced,completed,single,never,73,71,5
273,male,group A,standard,none,married,sometimes,83,85,5
275,male,group D,standard,completed,divorced,sometimes,79,77,5
276,male,group C,free/reduced,completed,single,sometimes,16,30,5
277,female,group A,standard,none,divorced,never,83,95,5
278,female,group D,standard,completed,single,regularly,58,69,5
279,female,group A,free/reduced,none,married,sometimes,59,76,5
280,male,group C,free/reduced,completed,single,regularly,73,80,5
281,female,group B,free/reduced,none,NA,never,51,57,5
282,female,group D,standard,none,single,regularly,86,88,5
283,male,group B,free/reduced,none,married,sometimes,70,74,5
284,female,group C,standard,none,married,sometimes,74,81,5
285,female,group E,standard,none,divorced,regularly,88,86,5
286,male,group C,standard,none,married,sometimes,56,55,5
287,male,group E,standard,none,single,sometimes,55,49,5
288,male,group D,free/reduced,completed,married,sometimes,79,88,5
289,male,group A,standard,none,married,sometimes,57,67,5
290,female,group B,free/reduced,none,married,regularly,75,85,5
291,male,group D,free/reduced,none,married,sometimes,67,79,5
292,female,group C,standard,none,married,sometimes,52,64,5
293,male,group D,free/reduced,completed,single,sometimes,66,62,5
294,male,group C,free/reduced,completed,single,never,72,77,5
295,female,group D,free/reduced,completed,married,sometimes,71,77,5
296,female,group C,standard,NA,divorced,sometimes,88,94,5
297,male,group E,free/reduced,none,widowed,sometimes,73,63,5
298,male,group E,standard,completed,single,sometimes,94,80,5
299,male,group D,standard,none,divorced,regularly,62,61,5
300,male,group D,free/reduced,none,single,regularly,65,51,5
301,male,group C,free/reduced,NA,single,regularly,54,58,5
302,female,group C,standard,none,single,sometimes,60,61,5
303,male,group D,free/reduced,none,NA,sometimes,61,63,5
304,male,group C,free/reduced,none,NA,sometimes,78,81,5
305,female,group C,standard,completed,married,sometimes,56,69,5
306,female,group E,free/reduced,completed,married,regularly,65,61,5
307,male,group B,free/reduced,none,single,regularly,30,25,5
308,female,group A,standard,none,divorced,regularly,56,63,5
309,male,group A,standard,none,married,sometimes,88,74,5
310,male,group C,free/reduced,none,married,sometimes,50,51,5
311,male,group B,free/reduced,completed,single,sometimes,54,59,5
312,male,group D,standard,none,married,sometimes,70,68,5
313,male,group C,standard,completed,married,sometimes,51,51,5
314,female,NA,standard,none,married,sometimes,52,59,5
316,male,group C,standard,none,married,never,71,72,5
317,male,group E,standard,completed,single,never,86,70,5
318,male,NA,standard,none,married,regularly,59,52,5
319,male,group C,free/reduced,none,married,sometimes,76,78,5
320,female,group D,standard,none,divorced,sometimes,68,85,5
321,female,group C,standard,completed,single,regularly,84,85,5
322,male,group B,standard,none,married,sometimes,81,70,5
323,female,group E,standard,completed,divorced,never,68,81,5
324,female,group C,standard,none,married,regularly,37,54,5
325,male,group D,standard,none,divorced,regularly,77,54,5
328,female,group C,standard,none,divorced,sometimes,78,82,5
329,female,group E,standard,completed,NA,never,84,92,5
330,male,group D,standard,none,divorced,sometimes,50,33,5
331,male,group C,standard,completed,married,regularly,79,78,5
332,female,group D,free/reduced,none,single,sometimes,63,78,5
333,female,group C,free/reduced,none,married,regularly,54,71,5
334,female,group B,standard,none,married,sometimes,62,81,5
335,male,NA,standard,none,single,regularly,80,79,5
337,female,group B,standard,none,married,sometimes,64,74,5
338,male,group D,standard,none,married,sometimes,72,65,5
339,female,group A,standard,completed,married,sometimes,67,82,5
340,female,group D,free/reduced,none,NA,sometimes,52,56,5
342,male,group B,free/reduced,none,married,never,72,67,5
343,male,group C,standard,none,NA,sometimes,62,65,5
344,female,group A,standard,none,married,regularly,77,72,5
345,female,group C,standard,completed,NA,sometimes,60,59,5
346,male,group C,free/reduced,NA,married,sometimes,67,66,5
347,female,group C,free/reduced,none,single,regularly,46,63,5
348,female,group B,standard,completed,divorced,NA,90,100,5
349,female,group C,free/reduced,none,widowed,NA,56,67,5
350,male,group D,standard,completed,married,sometimes,66,56,5
351,male,group D,standard,none,married,sometimes,64,68,5
352,male,group C,free/reduced,none,married,regularly,79,78,5
353,male,group C,standard,none,married,regularly,46,43,5
354,male,group B,standard,none,widowed,regularly,59,50,5
355,female,group D,free/reduced,none,married,sometimes,54,68,5
356,female,group B,standard,none,married,never,47,57,5
357,male,group A,standard,none,single,NA,71,63,5
358,male,group C,standard,none,divorced,regularly,66,61,5
359,male,group D,standard,none,married,sometimes,73,61,5
360,female,group C,standard,completed,married,regularly,79,98,5
361,female,group D,standard,none,married,sometimes,79,79,5
362,male,group D,standard,none,single,sometimes,52,50,5
363,male,group D,free/reduced,completed,married,regularly,50,63,5
364,male,NA,standard,none,single,sometimes,74,70,5
365,male,group B,standard,completed,married,sometimes,67,53,5
366,female,group A,free/reduced,completed,single,sometimes,59,82,5
367,male,group B,standard,none,married,regularly,91,81,5
368,female,group D,standard,none,married,never,54,69,5
370,male,group B,free/reduced,none,NA,regularly,51,48,5
371,female,group E,free/reduced,completed,single,sometimes,69,59,5
372,male,group D,standard,completed,married,sometimes,90,85,5
373,male,group E,free/reduced,completed,widowed,sometimes,92,92,5
374,female,group A,standard,none,divorced,sometimes,74,79,5
375,male,group B,free/reduced,none,married,never,84,81,5
377,male,group C,standard,none,single,sometimes,97,100,5
378,female,group D,standard,completed,married,regularly,55,80,5
379,female,group A,standard,completed,single,regularly,71,81,5
380,male,group D,standard,completed,married,sometimes,57,62,5
381,male,NA,standard,none,married,sometimes,57,54,5
382,male,group C,standard,completed,married,sometimes,67,81,5
383,female,group D,standard,completed,married,regularly,77,81,5
384,female,group B,standard,none,married,regularly,56,56,5
385,female,group A,free/reduced,none,married,regularly,61,77,5
386,female,group B,standard,completed,single,sometimes,67,72,5
387,female,group E,free/reduced,completed,single,sometimes,67,72,5
388,male,group C,free/reduced,completed,married,regularly,56,64,5
389,male,group A,standard,none,single,regularly,75,68,5
390,male,group D,standard,completed,married,sometimes,57,60,5
391,female,group C,standard,none,divorced,never,55,60,5
392,female,group C,standard,completed,married,regularly,79,94,5
393,male,group C,free/reduced,none,divorced,sometimes,67,73,5
394,male,group B,standard,completed,married,regularly,82,75,5
395,male,group D,standard,none,divorced,sometimes,83,92,5
396,female,group D,standard,none,NA,regularly,60,72,5
397,female,group D,standard,completed,married,sometimes,91,99,5
398,female,group E,free/reduced,completed,married,sometimes,59,76,5
399,female,group D,free/reduced,none,NA,never,71,81,5
400,male,NA,standard,none,single,regularly,97,83,5
401,male,group C,standard,none,divorced,NA,68,62,5
402,male,NA,standard,none,married,regularly,86,71,5
403,female,group A,standard,none,divorced,sometimes,57,64,5
404,female,group C,standard,none,married,sometimes,64,68,5
405,male,group E,standard,none,single,sometimes,73,65,5
406,male,group B,standard,NA,NA,regularly,73,67,5
407,male,group E,standard,NA,married,regularly,83,77,5
408,female,group A,standard,none,widowed,sometimes,77,74,5
409,male,group B,free/reduced,completed,married,sometimes,50,50,5
410,male,group E,free/reduced,none,married,regularly,72,61,5
411,female,group A,standard,none,single,regularly,64,72,5
412,female,group E,standard,completed,married,regularly,100,100,5
413,male,group D,free/reduced,none,married,regularly,77,75,5
414,male,group E,standard,none,single,sometimes,87,71,5
415,female,group D,free/reduced,none,married,sometimes,53,55,5
416,male,group D,standard,none,married,never,89,96,5
418,male,group C,standard,none,married,never,68,69,5
419,female,group C,standard,none,married,sometimes,76,73,5
420,female,group C,standard,none,married,regularly,57,65,5
421,female,group C,free/reduced,none,single,sometimes,68,75,5
422,male,group D,standard,none,married,regularly,71,74,5
423,female,group D,standard,none,single,sometimes,58,69,5
424,male,group E,standard,none,divorced,never,56,55,5
425,male,group D,free/reduced,none,single,never,36,32,5
426,male,group A,free/reduced,none,widowed,sometimes,71,69,5
427,female,group C,standard,completed,married,regularly,73,78,5
428,male,group A,free/reduced,none,single,never,47,45,5
429,male,NA,standard,completed,divorced,sometimes,100,97,5
430,male,group E,standard,completed,married,sometimes,81,69,5
431,female,group A,standard,none,single,sometimes,60,65,5
432,female,group D,free/reduced,none,married,regularly,55,63,5
433,male,group B,standard,none,married,sometimes,69,62,5
434,male,group A,standard,none,NA,never,75,73,5
435,female,group C,free/reduced,none,married,never,44,64,5
436,male,group D,standard,none,divorced,regularly,88,87,5
437,female,group C,standard,none,married,regularly,74,82,5
438,male,group B,standard,completed,single,regularly,39,33,5
440,male,group C,free/reduced,completed,married,regularly,56,57,5
441,female,group C,standard,NA,divorced,sometimes,71,69,5
442,female,group A,free/reduced,none,married,regularly,63,60,5
443,female,group E,standard,none,married,sometimes,65,69,5
444,male,group E,standard,NA,married,regularly,99,89,5
445,female,group A,free/reduced,completed,NA,regularly,62,73,5
446,male,group C,standard,NA,married,sometimes,85,83,5
447,female,group E,free/reduced,completed,married,sometimes,61,61,5
448,female,group E,standard,none,divorced,never,81,81,5
449,male,group D,standard,NA,divorced,sometimes,84,67,5
450,female,group C,standard,completed,single,regularly,65,85,5
451,female,group A,free/reduced,none,married,sometimes,62,67,5
452,male,NA,standard,completed,married,never,97,87,5
453,female,group E,standard,completed,married,sometimes,73,70,5
454,female,group A,free/reduced,none,single,sometimes,32,45,5
455,female,group B,standard,none,single,regularly,73,70,5
456,male,group C,standard,none,married,regularly,72,51,5
457,male,group C,free/reduced,completed,single,regularly,39,36,5
458,female,group C,standard,none,married,sometimes,59,64,5
460,male,group E,standard,none,married,sometimes,92,82,5
461,female,group D,standard,completed,single,sometimes,60,61,5
462,female,group A,free/reduced,none,single,sometimes,54,67,5
463,male,group D,standard,none,married,never,49,52,5
464,female,group E,standard,none,single,regularly,65,68,5
465,female,group C,free/reduced,none,single,regularly,54,59,5
466,male,group B,free/reduced,none,divorced,sometimes,30,15,5
467,female,group A,standard,none,single,sometimes,48,62,5
468,male,group E,standard,none,single,NA,77,71,5
469,male,group D,standard,NA,married,sometimes,71,65,5
470,female,group D,free/reduced,completed,married,never,61,69,5
471,male,group C,standard,NA,married,regularly,50,48,5
472,female,group D,standard,none,single,never,59,74,5
473,female,group D,standard,completed,married,regularly,87,88,5
474,male,group A,standard,none,NA,sometimes,97,91,5
475,female,group D,standard,none,married,regularly,96,100,5
476,male,group E,standard,NA,married,sometimes,96,91,5
477,male,group C,standard,none,single,sometimes,46,50,5
478,male,group B,standard,completed,married,sometimes,31,36,5
480,male,group C,free/reduced,none,divorced,sometimes,29,23,5
481,male,group C,free/reduced,none,married,regularly,53,51,5
482,male,group B,free/reduced,none,married,never,79,84,5
483,male,group B,standard,NA,married,regularly,77,73,5
484,male,group C,standard,none,married,regularly,49,53,5
485,female,group E,free/reduced,none,NA,NA,69,70,5
486,female,group D,standard,none,single,sometimes,68,72,5
487,male,group D,standard,completed,married,sometimes,100,87,5
488,male,group B,standard,none,married,sometimes,67,74,5
489,male,group B,standard,completed,married,regularly,71,75,5
490,male,group C,standard,none,NA,regularly,50,45,5
491,female,group C,standard,none,single,regularly,58,66,5
492,male,group E,standard,none,married,sometimes,88,83,5
493,male,group C,standard,none,divorced,sometimes,51,50,5
494,female,group E,standard,completed,widowed,never,75,90,5
495,male,group A,free/reduced,none,married,regularly,21,24,5
496,male,group C,standard,none,married,sometimes,66,57,5
497,female,group E,standard,completed,married,never,91,97,5
498,male,NA,free/reduced,completed,married,sometimes,55,54,5
499,male,group A,standard,none,single,regularly,70,62,5
500,female,group C,standard,NA,married,regularly,64,77,5
501,female,group C,free/reduced,completed,married,regularly,42,53,5
502,female,group C,standard,completed,married,sometimes,67,83,5
503,male,group D,standard,none,married,sometimes,77,58,5
504,female,group B,standard,none,single,sometimes,55,59,5
505,female,group D,standard,completed,married,sometimes,76,89,5
506,male,group E,standard,NA,divorced,regularly,82,68,5
507,female,group C,standard,completed,single,sometimes,48,60,5
508,female,group B,standard,completed,married,regularly,75,81,5
509,female,group B,free/reduced,none,married,never,53,72,5
510,male,group C,standard,none,divorced,sometimes,84,81,5
511,female,group E,standard,completed,married,sometimes,77,86,5
512,female,group C,free/reduced,none,married,sometimes,72,81,5
513,male,group C,standard,none,NA,regularly,57,46,5
515,male,group C,standard,none,single,never,58,46,5
516,male,NA,standard,completed,single,sometimes,75,67,5
517,female,group B,standard,NA,single,sometimes,78,86,5
518,female,NA,standard,completed,single,sometimes,96,100,5
520,female,group D,standard,NA,married,regularly,65,70,5
521,male,group C,standard,none,married,regularly,92,91,5
522,male,NA,free/reduced,none,married,regularly,40,46,5
523,female,group D,free/reduced,none,single,regularly,73,75,5
524,female,group E,free/reduced,none,married,never,62,66,5
525,male,group C,free/reduced,completed,married,regularly,59,65,5
526,male,group E,standard,none,married,sometimes,83,73,5
527,male,group D,free/reduced,completed,NA,regularly,46,55,5
528,male,group C,standard,completed,married,sometimes,91,86,5
529,male,group A,standard,none,married,regularly,67,66,5
530,female,group D,free/reduced,completed,married,regularly,71,78,5
531,female,group B,standard,completed,single,regularly,52,53,5
533,female,group D,standard,completed,married,sometimes,86,100,5
534,female,group D,free/reduced,none,divorced,sometimes,55,70,5
535,female,group C,free/reduced,none,married,sometimes,47,68,5
536,female,group B,standard,none,married,regularly,69,77,5
537,female,group C,standard,none,divorced,regularly,86,86,5
538,female,group D,free/reduced,none,NA,sometimes,36,34,5
539,male,group D,standard,none,married,regularly,75,72,5
541,male,group B,standard,NA,married,NA,73,69,5
542,female,group C,standard,none,married,sometimes,67,74,5
543,male,group C,standard,none,single,regularly,90,90,5
544,male,NA,free/reduced,none,single,never,47,50,5
545,male,group C,standard,NA,divorced,regularly,62,58,5
546,female,group C,free/reduced,none,married,regularly,61,69,5
547,female,group C,free/reduced,completed,married,regularly,77,83,5
549,male,NA,standard,completed,married,sometimes,60,62,5
550,male,group D,free/reduced,completed,married,sometimes,87,89,5
551,female,group C,standard,none,married,sometimes,21,37,5
552,male,group D,standard,completed,divorced,sometimes,74,70,5
553,female,group B,standard,none,divorced,never,50,65,5
554,male,group D,free/reduced,none,married,sometimes,32,31,5
556,female,group C,standard,NA,married,sometimes,76,78,5
557,female,group C,standard,none,single,never,76,77,5
558,male,NA,free/reduced,none,single,sometimes,74,77,5
559,female,group B,free/reduced,none,divorced,regularly,57,69,5
560,male,group B,standard,none,married,sometimes,48,40,5
561,male,group B,standard,completed,married,regularly,76,73,5
562,male,group B,standard,completed,married,sometimes,99,100,5
563,female,group B,free/reduced,none,single,never,38,57,5
564,female,group B,standard,completed,divorced,sometimes,86,80,5
565,male,group A,standard,none,married,sometimes,91,73,5
566,male,group D,standard,none,married,sometimes,69,66,5
567,male,NA,standard,none,single,never,78,70,5
568,male,group B,free/reduced,completed,married,regularly,75,83,5
569,female,group E,standard,completed,married,never,66,69,5
570,female,group C,free/reduced,none,married,regularly,53,64,5
571,female,group E,free/reduced,none,married,sometimes,70,73,5
572,female,group B,standard,none,divorced,sometimes,54,66,5
573,male,group B,standard,none,married,regularly,60,51,5
574,male,group C,free/reduced,none,divorced,regularly,51,56,5
575,female,group D,free/reduced,none,married,sometimes,48,60,5
577,female,group A,standard,completed,married,sometimes,53,56,5
578,male,group C,free/reduced,NA,widowed,sometimes,65,61,5
579,male,group C,free/reduced,completed,NA,NA,75,66,5
580,female,group C,free/reduced,none,married,regularly,36,46,5
581,male,group D,free/reduced,completed,married,regularly,91,86,5
582,female,group C,standard,none,married,sometimes,67,76,5
583,female,group E,standard,none,married,sometimes,96,89,5
585,male,group D,free/reduced,none,single,sometimes,70,74,5
586,male,group C,free/reduced,none,single,never,37,51,5
587,male,group C,free/reduced,completed,divorced,sometimes,49,44,5
588,female,group C,free/reduced,none,married,regularly,41,39,5
589,male,group D,standard,none,married,sometimes,48,39,5
590,male,group B,standard,none,divorced,regularly,97,88,5
591,male,group D,standard,none,divorced,regularly,77,77,5
592,male,group A,standard,none,divorced,never,48,48,5
593,female,group D,standard,completed,married,never,49,68,5
594,male,group C,free/reduced,none,married,regularly,75,84,5
595,female,group D,standard,completed,divorced,sometimes,70,76,5
596,male,group D,standard,completed,married,never,67,79,5
597,male,group D,standard,completed,single,regularly,75,64,5
598,male,group A,standard,completed,married,NA,95,94,5
599,female,group C,free/reduced,completed,married,regularly,49,66,5
600,male,group C,standard,NA,divorced,never,60,46,5
