student_ID,ParentEduc,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,WritingScore,School
469,some college,no,3,school_bus,5 to 10,58,4
470,high school,yes,0,school_bus,< 5,96,4
471,some high school,no,2,private,5 to 10,28,4
472,associate's degree,no,2,school_bus,5 to 10,79,4
473,some college,yes,0,private,5 to 10,51,4
474,some high school,yes,2,private,5 to 10,58,4
475,high school,yes,3,school_bus,< 5,68,4
476,associate's degree,yes,0,school_bus,5 to 10,76,4
477,bachelor's degree,yes,1,private,5 to 10,63,4
478,associate's degree,no,3,private,5 to 10,74,4
479,bachelor's degree,yes,1,school_bus,> 10,77,4
480,high school,no,3,private,NA,84,4
481,bachelor's degree,no,1,school_bus,5 to 10,81,4
482,high school,yes,NA,private,< 5,61,4
483,NA,no,1,private,> 10,58,4
484,associate's degree,no,3,private,5 to 10,75,4
485,associate's degree,no,3,school_bus,< 5,43,4
487,some high school,yes,4,NA,> 10,64,4
488,master's degree,no,3,school_bus,5 to 10,84,4
489,high school,yes,5,private,< 5,54,4
490,master's degree,no,2,school_bus,> 10,74,4
491,some high school,yes,3,private,NA,66,4
492,some high school,yes,1,school_bus,> 10,62,4
493,some high school,yes,3,private,> 10,53,4
494,bachelor's degree,yes,3,private,5 to 10,71,4
495,associate's degree,yes,3,NA,5 to 10,70,4
496,associate's degree,no,1,private,5 to 10,72,4
497,some high school,yes,6,NA,5 to 10,46,4
498,high school,yes,4,school_bus,5 to 10,66,4
499,NA,no,3,school_bus,5 to 10,75,4
500,some high school,NA,0,school_bus,NA,56,4
501,high school,yes,1,NA,5 to 10,41,4
502,some high school,yes,4,school_bus,> 10,48,4
503,associate's degree,yes,0,school_bus,5 to 10,56,4
504,master's degree,yes,2,school_bus,5 to 10,80,4
505,high school,yes,1,school_bus,> 10,75,4
506,some college,no,4,school_bus,5 to 10,87,4
507,some high school,yes,0,school_bus,5 to 10,71,4
509,some high school,yes,3,school_bus,> 10,63,4
510,associate's degree,yes,2,private,> 10,73,4
511,high school,yes,2,private,> 10,77,4
512,high school,no,1,school_bus,> 10,67,4
513,high school,yes,1,private,5 to 10,60,4
514,some high school,no,2,school_bus,< 5,65,4
515,high school,yes,1,school_bus,5 to 10,54,4
516,some high school,yes,4,NA,5 to 10,63,4
517,associate's degree,NA,2,NA,5 to 10,76,4
518,some college,yes,1,school_bus,> 10,52,4
519,some college,yes,1,school_bus,5 to 10,56,4
520,NA,no,4,school_bus,< 5,96,4
521,bachelor's degree,no,1,school_bus,5 to 10,85,4
522,some high school,yes,1,private,5 to 10,67,4
523,some college,no,1,private,5 to 10,63,4
524,some high school,yes,2,private,5 to 10,75,4
525,some high school,NA,1,school_bus,> 10,57,4
527,associate's degree,yes,3,school_bus,NA,64,4
528,associate's degree,yes,6,school_bus,> 10,74,4
529,bachelor's degree,yes,2,school_bus,5 to 10,64,4
530,associate's degree,yes,2,NA,5 to 10,74,4
531,high school,yes,1,private,5 to 10,45,4
532,master's degree,no,3,school_bus,5 to 10,60,4
533,bachelor's degree,no,4,school_bus,NA,63,4
534,associate's degree,yes,1,private,NA,100,4
535,associate's degree,yes,0,school_bus,< 5,54,4
536,some college,yes,3,private,> 10,77,4
537,some college,yes,2,school_bus,< 5,57,4
538,some high school,yes,3,private,5 to 10,44,4
539,high school,no,1,school_bus,5 to 10,66,4
540,associate's degree,no,1,school_bus,> 10,67,4
541,some college,yes,1,school_bus,5 to 10,63,4
542,some college,yes,1,school_bus,5 to 10,54,4
543,master's degree,yes,0,private,5 to 10,64,4
544,NA,no,1,school_bus,> 10,44,4
545,master's degree,yes,4,school_bus,< 5,71,4
546,some college,yes,5,NA,> 10,44,4
547,bachelor's degree,yes,0,private,< 5,85,4
548,associate's degree,no,3,NA,5 to 10,72,4
549,high school,yes,1,school_bus,5 to 10,73,4
550,some college,yes,3,private,5 to 10,89,4
551,some high school,yes,2,private,< 5,52,4
552,master's degree,yes,3,school_bus,< 5,91,4
553,high school,no,1,private,> 10,37,4
554,master's degree,yes,3,private,5 to 10,73,4
555,some college,yes,2,school_bus,5 to 10,66,4
556,high school,yes,1,school_bus,< 5,74,4
557,high school,yes,2,private,< 5,73,4
558,bachelor's degree,no,2,private,5 to 10,71,4
559,some college,yes,NA,school_bus,< 5,84,4
560,bachelor's degree,yes,4,school_bus,5 to 10,93,4
561,bachelor's degree,no,3,school_bus,> 10,76,4
562,high school,yes,0,school_bus,5 to 10,71,4
563,bachelor's degree,yes,1,school_bus,5 to 10,93,4
564,master's degree,NA,2,school_bus,> 10,100,4
565,some high school,no,2,school_bus,5 to 10,65,4
566,some high school,yes,7,school_bus,< 5,45,4
567,some college,yes,7,school_bus,> 10,48,4
568,high school,yes,3,private,5 to 10,87,4
569,some college,yes,4,private,< 5,73,4
570,some college,no,2,private,5 to 10,61,4
571,master's degree,no,1,NA,< 5,80,4
572,NA,yes,1,private,5 to 10,83,4
573,associate's degree,no,2,school_bus,5 to 10,63,4
575,master's degree,no,3,private,5 to 10,93,4
576,some high school,yes,3,school_bus,> 10,71,4
577,associate's degree,yes,0,private,5 to 10,99,4
578,some college,yes,0,school_bus,5 to 10,69,4
579,master's degree,no,1,school_bus,> 10,81,4
580,high school,yes,1,NA,5 to 10,52,4
581,NA,no,1,school_bus,> 10,68,4
582,some high school,yes,2,school_bus,> 10,70,4
584,high school,yes,2,school_bus,> 10,75,4
585,some college,no,1,private,< 5,68,4
586,associate's degree,yes,1,school_bus,5 to 10,63,4
588,master's degree,yes,2,private,NA,90,4
589,bachelor's degree,yes,5,school_bus,5 to 10,58,4
590,bachelor's degree,no,1,school_bus,< 5,76,4
591,some college,NA,2,school_bus,5 to 10,66,4
592,high school,yes,0,private,5 to 10,84,4
593,NA,NA,2,private,< 5,85,4
594,some college,no,3,school_bus,5 to 10,67,4
596,bachelor's degree,yes,1,school_bus,< 5,70,4
597,some college,yes,0,private,5 to 10,80,4
598,some college,no,3,private,5 to 10,97,4
599,some college,yes,1,school_bus,> 10,87,4
600,high school,yes,3,private,> 10,43,4
601,some high school,yes,1,NA,< 5,56,4
602,high school,yes,7,school_bus,5 to 10,76,4
603,master's degree,NA,0,private,< 5,82,4
604,high school,no,1,private,5 to 10,54,4
605,bachelor's degree,yes,2,school_bus,5 to 10,61,4
606,some high school,yes,1,school_bus,5 to 10,57,4
607,associate's degree,yes,4,private,5 to 10,60,4
608,associate's degree,yes,1,private,5 to 10,79,4
609,some high school,yes,1,private,5 to 10,66,4
610,master's degree,yes,0,NA,< 5,96,4
611,NA,yes,0,school_bus,5 to 10,58,4
612,associate's degree,yes,5,private,5 to 10,83,4
613,some high school,yes,1,school_bus,< 5,47,4
614,some high school,yes,0,private,5 to 10,59,4
615,NA,yes,1,private,5 to 10,60,4
616,high school,yes,2,school_bus,< 5,60,4
617,some college,yes,3,NA,5 to 10,65,4
619,master's degree,yes,3,school_bus,5 to 10,73,4
620,high school,yes,0,school_bus,< 5,98,4
621,bachelor's degree,no,4,private,< 5,62,4
622,some college,yes,2,private,< 5,62,4
623,some high school,no,2,school_bus,5 to 10,44,4
624,associate's degree,yes,1,school_bus,5 to 10,97,4
625,high school,no,3,school_bus,5 to 10,64,4
626,some high school,yes,0,school_bus,5 to 10,56,4
627,some high school,yes,4,private,5 to 10,50,4
628,some college,yes,2,school_bus,< 5,68,4
629,associate's degree,yes,4,private,> 10,60,4
630,some high school,no,3,school_bus,5 to 10,90,4
631,some high school,yes,5,NA,5 to 10,83,4
632,some college,no,5,private,< 5,44,4
633,bachelor's degree,no,NA,private,5 to 10,75,4
634,master's degree,yes,2,private,5 to 10,83,4
635,some college,yes,4,school_bus,5 to 10,61,4
636,some high school,no,4,school_bus,< 5,67,4
637,some high school,yes,1,school_bus,> 10,80,4
638,some college,yes,NA,school_bus,5 to 10,53,4
639,bachelor's degree,no,3,school_bus,5 to 10,93,4
640,some college,yes,1,NA,5 to 10,74,4
641,associate's degree,yes,2,school_bus,5 to 10,55,4
642,bachelor's degree,yes,0,NA,5 to 10,55,4
643,some high school,no,1,school_bus,5 to 10,79,4
644,high school,yes,0,school_bus,5 to 10,70,4
645,high school,no,1,private,< 5,57,4
646,bachelor's degree,yes,NA,private,5 to 10,88,4
647,some high school,yes,1,private,5 to 10,71,4
648,high school,no,2,school_bus,5 to 10,65,4
649,high school,NA,1,school_bus,5 to 10,66,4
650,associate's degree,yes,4,school_bus,5 to 10,86,4
651,high school,no,2,private,5 to 10,58,4
652,some college,yes,1,school_bus,< 5,69,4
653,high school,yes,4,private,< 5,60,4
654,high school,yes,0,NA,< 5,59,4
655,some high school,yes,2,NA,< 5,57,4
656,bachelor's degree,yes,0,school_bus,> 10,100,4
657,associate's degree,no,2,private,< 5,68,4
658,master's degree,yes,1,school_bus,5 to 10,82,4
659,bachelor's degree,yes,1,private,5 to 10,51,4
660,high school,no,2,school_bus,< 5,73,4
662,some college,no,3,private,NA,52,4
663,some high school,no,1,school_bus,> 10,61,4
664,some college,no,2,school_bus,5 to 10,71,4
665,associate's degree,yes,1,NA,5 to 10,57,4
666,high school,yes,2,private,5 to 10,58,4
667,bachelor's degree,yes,1,private,5 to 10,68,4
668,high school,no,4,private,< 5,66,4
670,some high school,yes,0,private,> 10,58,4
671,NA,yes,1,NA,> 10,70,4
672,some college,no,NA,private,< 5,40,4
673,some high school,yes,1,school_bus,5 to 10,79,4
674,some college,yes,4,school_bus,< 5,47,4
675,some high school,yes,2,school_bus,< 5,44,4
677,some college,yes,1,school_bus,> 10,78,4
678,associate's degree,yes,3,private,5 to 10,90,4
679,bachelor's degree,yes,2,private,5 to 10,100,4
680,some high school,yes,0,private,> 10,63,4
681,bachelor's degree,yes,4,NA,< 5,75,4
682,high school,yes,1,school_bus,< 5,56,4
683,NA,yes,1,NA,< 5,61,4
684,some college,yes,NA,school_bus,5 to 10,51,4
685,master's degree,yes,1,school_bus,5 to 10,78,4
686,bachelor's degree,yes,1,school_bus,> 10,71,4
687,master's degree,yes,2,school_bus,> 10,55,4
688,some high school,yes,4,NA,5 to 10,93,4
689,associate's degree,yes,5,private,5 to 10,76,4
690,associate's degree,yes,4,school_bus,< 5,87,4
691,some college,NA,1,NA,NA,74,4
692,some high school,yes,4,school_bus,> 10,74,4
693,associate's degree,yes,1,NA,5 to 10,69,4
694,bachelor's degree,yes,1,school_bus,5 to 10,94,4
695,associate's degree,no,4,school_bus,> 10,89,4
696,some high school,no,3,private,5 to 10,62,4
697,some college,yes,0,private,5 to 10,82,4
698,associate's degree,yes,1,school_bus,5 to 10,56,4
699,some high school,no,3,school_bus,5 to 10,57,4
700,high school,yes,1,private,< 5,69,4
701,high school,no,1,private,5 to 10,41,4
703,some college,no,1,school_bus,5 to 10,42,4
704,some high school,yes,4,NA,5 to 10,71,4
705,some high school,yes,4,school_bus,< 5,61,4
706,some high school,yes,1,school_bus,< 5,50,4
707,some college,no,3,private,5 to 10,75,4
709,associate's degree,no,3,school_bus,5 to 10,88,4
710,bachelor's degree,no,3,private,5 to 10,76,4
711,some college,yes,1,school_bus,< 5,56,4
712,some college,no,5,private,5 to 10,60,4
713,some college,no,2,school_bus,5 to 10,52,4
714,high school,no,2,school_bus,> 10,74,4
715,high school,yes,2,school_bus,5 to 10,74,4
716,some high school,yes,2,private,< 5,62,4
718,high school,no,5,school_bus,5 to 10,83,4
719,associate's degree,no,6,private,5 to 10,65,4
720,NA,yes,5,school_bus,< 5,57,4
721,some college,yes,NA,school_bus,5 to 10,85,4
722,some high school,yes,2,school_bus,5 to 10,62,4
723,NA,yes,2,school_bus,5 to 10,87,4
724,high school,yes,NA,private,< 5,49,4
725,some college,no,3,school_bus,> 10,72,4
726,some college,no,2,NA,> 10,49,4
727,high school,no,1,school_bus,< 5,70,4
728,some college,NA,1,school_bus,NA,75,4
729,some high school,no,1,school_bus,> 10,67,4
730,some high school,yes,0,private,5 to 10,68,4
731,some college,yes,4,school_bus,< 5,61,4
732,associate's degree,no,3,school_bus,5 to 10,70,4
733,master's degree,yes,0,school_bus,5 to 10,81,4
734,high school,yes,3,school_bus,5 to 10,37,4
735,some college,yes,5,school_bus,5 to 10,75,4
736,bachelor's degree,yes,3,school_bus,5 to 10,83,4
737,master's degree,yes,3,school_bus,5 to 10,35,4
738,high school,yes,3,school_bus,5 to 10,75,4
739,high school,no,3,school_bus,NA,84,4
741,bachelor's degree,yes,1,school_bus,< 5,95,4
742,some college,yes,2,private,5 to 10,56,4
743,associate's degree,no,2,private,5 to 10,67,4
744,high school,no,2,private,< 5,60,4
745,associate's degree,yes,2,school_bus,< 5,98,4
746,some college,no,2,NA,5 to 10,89,4
747,high school,no,4,private,5 to 10,96,4
748,associate's degree,NA,0,school_bus,> 10,100,4
749,some high school,yes,0,school_bus,5 to 10,76,4
750,bachelor's degree,yes,2,school_bus,5 to 10,76,4
751,NA,yes,1,private,< 5,56,4
752,some high school,yes,0,private,< 5,51,4
753,high school,no,2,school_bus,> 10,81,4
754,bachelor's degree,yes,0,school_bus,> 10,99,4
755,NA,yes,1,private,5 to 10,55,4
756,master's degree,no,6,school_bus,5 to 10,84,4
757,associate's degree,yes,4,school_bus,< 5,55,4
758,bachelor's degree,no,5,school_bus,> 10,84,4
759,bachelor's degree,yes,1,school_bus,5 to 10,45,4
760,bachelor's degree,yes,3,school_bus,< 5,84,4
761,some college,yes,2,school_bus,5 to 10,62,4
762,some college,no,1,private,5 to 10,87,4
763,associate's degree,yes,0,school_bus,5 to 10,71,4
764,some high school,yes,1,school_bus,> 10,66,4
765,some high school,yes,5,school_bus,> 10,65,4
766,associate's degree,no,1,NA,5 to 10,64,4
767,some college,yes,3,school_bus,5 to 10,44,4
768,bachelor's degree,no,3,school_bus,< 5,67,4
769,associate's degree,yes,2,school_bus,5 to 10,88,4
770,associate's degree,yes,2,private,5 to 10,97,4
771,high school,no,4,school_bus,< 5,69,4
772,master's degree,yes,NA,school_bus,< 5,79,4
773,associate's degree,no,1,private,5 to 10,94,4
774,associate's degree,yes,NA,school_bus,5 to 10,54,4
775,NA,yes,0,private,5 to 10,75,4
776,bachelor's degree,no,3,school_bus,5 to 10,76,4
777,NA,NA,1,school_bus,5 to 10,75,4
778,some college,yes,0,school_bus,5 to 10,53,4
779,some college,no,2,private,< 5,32,4
780,master's degree,no,3,NA,< 5,66,4
781,associate's degree,NA,1,school_bus,> 10,58,4
782,bachelor's degree,yes,3,school_bus,> 10,99,4
783,high school,yes,2,school_bus,< 5,69,4
784,some college,yes,1,NA,5 to 10,79,4
785,high school,yes,3,school_bus,< 5,74,4
786,NA,no,2,private,5 to 10,43,4
788,high school,yes,NA,private,> 10,56,4
789,associate's degree,yes,0,school_bus,5 to 10,60,4
790,bachelor's degree,yes,NA,school_bus,5 to 10,60,4
791,some college,yes,2,school_bus,> 10,76,4
792,associate's degree,yes,NA,school_bus,> 10,100,4
793,high school,yes,NA,school_bus,< 5,82,4
794,high school,yes,1,private,< 5,73,4
795,associate's degree,yes,5,private,5 to 10,64,4
796,high school,yes,0,school_bus,5 to 10,68,4
797,high school,yes,0,school_bus,5 to 10,89,4
798,high school,no,3,school_bus,5 to 10,55,4
799,high school,yes,2,school_bus,< 5,74,4
800,some college,yes,3,school_bus,5 to 10,60,4
801,high school,yes,0,school_bus,5 to 10,58,4
802,some high school,no,1,school_bus,5 to 10,55,4
803,some college,no,2,school_bus,< 5,53,4
804,some high school,yes,4,school_bus,> 10,87,4
805,bachelor's degree,yes,2,school_bus,< 5,78,4
806,some college,yes,0,school_bus,5 to 10,77,4
807,some high school,yes,4,school_bus,> 10,67,4
808,associate's degree,yes,3,private,5 to 10,69,4
809,high school,yes,3,private,5 to 10,90,4
810,some college,yes,3,private,5 to 10,33,4
811,master's degree,yes,2,private,5 to 10,74,4
812,associate's degree,yes,2,private,> 10,70,4
813,high school,no,1,school_bus,< 5,80,4
814,some high school,yes,4,school_bus,< 5,47,4
815,some high school,no,3,private,5 to 10,92,4
816,some high school,yes,3,private,< 5,49,4
817,bachelor's degree,yes,2,school_bus,< 5,86,4
818,high school,no,2,private,5 to 10,73,4
819,associate's degree,yes,5,private,5 to 10,100,4
821,some high school,NA,0,school_bus,< 5,71,4
822,NA,yes,3,school_bus,< 5,73,4
823,bachelor's degree,no,2,private,> 10,51,4
824,bachelor's degree,yes,3,private,> 10,92,4
826,high school,yes,1,school_bus,> 10,61,4
827,NA,yes,2,school_bus,> 10,83,4
828,associate's degree,no,1,school_bus,5 to 10,59,4
829,bachelor's degree,no,NA,school_bus,5 to 10,91,4
830,some college,NA,0,NA,5 to 10,84,4
831,bachelor's degree,no,2,school_bus,5 to 10,83,4
832,NA,no,NA,private,< 5,61,4
833,master's degree,yes,0,school_bus,> 10,52,4
834,bachelor's degree,yes,4,private,< 5,80,4
835,high school,yes,3,school_bus,5 to 10,86,4
837,some college,no,1,school_bus,< 5,98,4
838,some college,yes,1,private,> 10,61,4
839,some college,NA,3,school_bus,> 10,65,4
840,master's degree,yes,0,school_bus,5 to 10,72,4
841,some high school,no,1,school_bus,5 to 10,85,4
842,some high school,yes,1,NA,> 10,68,4
843,NA,no,4,NA,5 to 10,71,4
844,some high school,yes,2,school_bus,< 5,84,4
845,some college,yes,0,private,< 5,54,4
846,high school,yes,2,private,5 to 10,68,4
847,high school,yes,NA,private,> 10,77,4
848,some high school,no,1,private,< 5,53,4
849,NA,no,1,private,NA,66,4
850,some college,no,2,private,5 to 10,40,4
851,some college,yes,0,NA,> 10,63,4
852,associate's degree,yes,1,NA,5 to 10,63,4
853,associate's degree,yes,1,school_bus,> 10,60,4
854,high school,NA,1,private,5 to 10,79,4
855,master's degree,yes,1,school_bus,5 to 10,84,4
856,NA,yes,3,school_bus,< 5,71,4
857,bachelor's degree,no,2,private,< 5,79,4
858,associate's degree,yes,0,school_bus,5 to 10,62,4
859,high school,no,NA,private,5 to 10,55,4
860,master's degree,no,1,school_bus,< 5,68,4
861,some college,yes,0,private,5 to 10,44,4
862,some high school,no,2,school_bus,5 to 10,66,4
863,associate's degree,yes,4,school_bus,> 10,100,4
864,bachelor's degree,yes,0,school_bus,5 to 10,91,4
865,some college,yes,0,school_bus,5 to 10,54,4
866,bachelor's degree,yes,0,school_bus,5 to 10,65,4
867,associate's degree,yes,0,private,> 10,70,4
868,high school,yes,2,school_bus,5 to 10,83,4
869,some high school,yes,3,school_bus,5 to 10,72,4
870,master's degree,yes,1,private,5 to 10,66,4
871,high school,yes,1,private,5 to 10,58,4
872,associate's degree,no,1,private,< 5,65,4
873,some college,no,1,school_bus,5 to 10,62,4
875,some high school,yes,6,school_bus,< 5,31,4
876,some college,yes,3,private,> 10,69,4
877,some high school,yes,0,private,5 to 10,95,4
878,high school,yes,1,private,< 5,39,4
879,some high school,yes,5,school_bus,5 to 10,50,4
880,high school,no,2,school_bus,5 to 10,47,4
881,some high school,yes,2,school_bus,5 to 10,36,4
882,associate's degree,yes,0,school_bus,5 to 10,57,4
883,NA,no,2,private,5 to 10,62,4
884,associate's degree,yes,NA,private,5 to 10,87,4
885,some high school,yes,4,private,< 5,64,4
886,bachelor's degree,yes,5,school_bus,5 to 10,67,4
887,bachelor's degree,yes,3,school_bus,5 to 10,72,4
888,high school,no,2,private,5 to 10,55,4
889,some high school,yes,6,private,NA,70,4
890,some high school,yes,6,private,< 5,44,4
891,some college,yes,1,private,5 to 10,58,4
892,associate's degree,no,2,NA,5 to 10,75,4
894,some high school,yes,2,NA,5 to 10,82,4
895,some high school,no,2,private,5 to 10,51,4
896,associate's degree,no,3,private,5 to 10,78,4
897,some high school,yes,3,school_bus,5 to 10,49,4
898,some college,yes,2,school_bus,5 to 10,61,4
899,some high school,yes,2,school_bus,> 10,74,4
900,high school,yes,0,school_bus,5 to 10,53,4
901,high school,yes,0,private,< 5,61,4
902,bachelor's degree,no,1,school_bus,> 10,78,4
903,bachelor's degree,yes,3,school_bus,< 5,67,4
904,NA,no,NA,NA,> 10,80,4
905,associate's degree,no,2,private,5 to 10,59,4
906,bachelor's degree,yes,2,school_bus,NA,67,4
907,some high school,yes,0,private,> 10,35,4
908,high school,yes,2,school_bus,5 to 10,89,4
909,some high school,yes,2,school_bus,5 to 10,55,4
910,some high school,yes,2,school_bus,5 to 10,77,4
911,bachelor's degree,yes,0,school_bus,5 to 10,94,4
912,some high school,yes,2,school_bus,< 5,47,4
913,some college,yes,1,school_bus,> 10,39,4
914,high school,yes,1,private,> 10,100,4
915,master's degree,yes,1,NA,> 10,82,4
916,high school,yes,3,school_bus,< 5,53,4
917,high school,yes,2,private,5 to 10,71,4
918,some college,yes,2,school_bus,> 10,78,4
919,some high school,yes,3,school_bus,5 to 10,62,4
921,some college,no,2,school_bus,5 to 10,76,4
922,master's degree,yes,0,school_bus,NA,57,4
923,associate's degree,NA,3,school_bus,5 to 10,75,4
924,some college,yes,3,NA,< 5,72,4
925,some high school,no,2,NA,< 5,75,4
926,NA,no,2,private,NA,49,4
927,some college,NA,0,private,5 to 10,69,4
928,some college,yes,2,private,< 5,56,4
929,high school,yes,3,school_bus,< 5,41,4
930,high school,yes,1,school_bus,< 5,79,4
931,some college,yes,5,school_bus,< 5,52,4
932,some high school,yes,0,private,5 to 10,87,4
933,high school,yes,1,school_bus,< 5,57,4
934,some high school,yes,4,private,> 10,71,4
935,master's degree,yes,4,school_bus,> 10,76,4
936,associate's degree,NA,2,school_bus,5 to 10,69,4
937,master's degree,yes,NA,private,5 to 10,94,4
938,high school,yes,4,school_bus,5 to 10,62,4
939,some college,yes,2,school_bus,5 to 10,73,4
940,some college,no,1,private,< 5,40,4
941,associate's degree,yes,1,private,5 to 10,41,4
942,NA,no,3,school_bus,5 to 10,71,4
943,associate's degree,yes,2,school_bus,5 to 10,55,4
944,some high school,no,3,school_bus,5 to 10,70,4
945,master's degree,yes,1,school_bus,< 5,93,4
946,bachelor's degree,no,1,school_bus,< 5,71,4
947,some college,no,1,school_bus,5 to 10,56,4
948,high school,yes,2,school_bus,5 to 10,33,4
949,some high school,no,3,private,5 to 10,79,4
950,master's degree,yes,NA,private,5 to 10,82,4
951,some high school,yes,0,private,5 to 10,97,4
952,master's degree,no,NA,private,5 to 10,93,4
953,bachelor's degree,yes,4,school_bus,5 to 10,66,4
954,high school,yes,2,NA,> 10,52,4
955,associate's degree,yes,3,school_bus,5 to 10,60,4
956,some college,yes,2,school_bus,< 5,81,4
957,some college,yes,3,private,5 to 10,47,4
958,some college,yes,1,NA,< 5,100,4
959,some college,yes,3,school_bus,5 to 10,81,4
960,high school,yes,NA,private,> 10,52,4
962,some college,yes,5,private,< 5,46,4
963,NA,yes,1,school_bus,5 to 10,72,4
964,some college,no,1,private,5 to 10,39,4
965,some high school,yes,2,school_bus,< 5,49,4
966,high school,yes,0,school_bus,5 to 10,78,4
967,some high school,no,1,school_bus,5 to 10,84,4
968,some college,yes,1,NA,5 to 10,51,4
969,some college,no,1,private,5 to 10,72,4
970,some college,no,1,private,< 5,67,4
971,associate's degree,no,3,private,5 to 10,78,4
972,associate's degree,yes,2,private,< 5,94,4
973,master's degree,yes,2,school_bus,5 to 10,78,4
974,some college,yes,5,private,5 to 10,70,4
975,some high school,no,1,school_bus,5 to 10,66,4
976,some high school,yes,1,school_bus,5 to 10,65,4
977,some high school,yes,3,NA,5 to 10,45,4
978,NA,no,5,school_bus,< 5,38,4
979,some high school,yes,NA,school_bus,5 to 10,45,4
980,associate's degree,yes,2,NA,> 10,77,4
981,bachelor's degree,no,3,private,5 to 10,64,4
982,some college,yes,1,school_bus,5 to 10,66,4
983,some high school,no,2,private,5 to 10,65,4
984,bachelor's degree,yes,NA,private,< 5,72,4
985,associate's degree,yes,0,private,5 to 10,78,4
986,some college,no,4,school_bus,5 to 10,67,4
987,bachelor's degree,yes,2,private,< 5,85,4
988,some high school,no,4,school_bus,< 5,72,4
989,master's degree,no,1,school_bus,> 10,61,4
990,NA,yes,1,school_bus,5 to 10,76,4
991,some high school,yes,0,school_bus,> 10,81,4
992,high school,no,3,private,< 5,59,4
993,some high school,yes,1,school_bus,5 to 10,68,4
994,NA,no,2,school_bus,< 5,41,4
995,associate's degree,yes,4,private,> 10,68,4
996,some college,yes,3,school_bus,5 to 10,68,4
997,some high school,no,1,private,< 5,81,4
998,some high school,no,2,NA,5 to 10,72,4
999,associate's degree,yes,0,school_bus,< 5,82,4
0,associate's degree,no,2,private,NA,82,5
1,some high school,yes,3,school_bus,5 to 10,80,5
2,associate's degree,yes,1,private,5 to 10,51,5
3,some college,yes,3,school_bus,> 10,70,5
4,some college,no,7,NA,5 to 10,39,5
5,bachelor's degree,yes,3,NA,5 to 10,62,5
6,master's degree,yes,0,school_bus,< 5,64,5
7,high school,yes,NA,school_bus,5 to 10,61,5
8,some college,no,1,school_bus,> 10,46,5
9,associate's degree,no,3,school_bus,> 10,63,5
10,high school,yes,4,school_bus,5 to 10,67,5
11,master's degree,yes,3,private,5 to 10,100,5
12,some college,no,2,school_bus,< 5,89,5
13,bachelor's degree,yes,0,private,> 10,74,5
14,some high school,yes,3,NA,5 to 10,41,5
15,some high school,yes,1,private,< 5,60,5
16,master's degree,yes,3,private,5 to 10,98,5
17,high school,yes,2,NA,< 5,57,5
18,bachelor's degree,yes,0,school_bus,< 5,69,5
19,some college,yes,0,school_bus,5 to 10,84,5
20,master's degree,yes,5,school_bus,5 to 10,100,5
21,bachelor's degree,yes,5,school_bus,5 to 10,68,5
22,high school,yes,1,private,5 to 10,45,5
23,high school,no,2,NA,> 10,61,5
24,master's degree,yes,1,school_bus,< 5,82,5
25,master's degree,no,1,school_bus,> 10,94,5
26,associate's degree,no,3,school_bus,< 5,78,5
27,NA,yes,3,school_bus,5 to 10,84,5
28,high school,no,1,private,> 10,76,5
29,some college,no,1,school_bus,5 to 10,65,5
30,some college,yes,3,school_bus,< 5,63,5
31,associate's degree,no,4,school_bus,< 5,61,5
32,some college,yes,0,school_bus,5 to 10,44,5
33,some high school,yes,NA,school_bus,5 to 10,79,5
34,some high school,yes,4,school_bus,5 to 10,67,5
35,associate's degree,no,3,school_bus,5 to 10,76,5
36,bachelor's degree,yes,1,school_bus,5 to 10,61,5
37,some high school,NA,0,school_bus,< 5,48,5
38,some high school,yes,3,school_bus,NA,84,5
39,some high school,yes,2,school_bus,5 to 10,90,5
40,some college,no,4,school_bus,> 10,47,5
41,associate's degree,yes,0,school_bus,< 5,89,5
42,some college,no,2,school_bus,> 10,60,5
44,associate's degree,yes,2,private,5 to 10,84,5
45,high school,yes,4,school_bus,5 to 10,90,5
46,some college,no,2,NA,< 5,84,5
47,some high school,no,3,school_bus,5 to 10,49,5
48,high school,yes,1,private,> 10,65,5
49,NA,no,3,school_bus,< 5,57,5
50,some college,no,3,school_bus,5 to 10,68,5
52,high school,yes,3,school_bus,5 to 10,87,5
53,bachelor's degree,yes,1,NA,< 5,77,5
54,some college,no,2,private,NA,72,5
55,some high school,no,NA,school_bus,> 10,59,5
56,some college,yes,5,private,5 to 10,39,5
57,high school,yes,2,private,5 to 10,63,5
58,some college,yes,2,school_bus,< 5,57,5
59,some high school,yes,0,school_bus,< 5,61,5
60,associate's degree,yes,3,school_bus,> 10,100,5
61,master's degree,yes,2,private,5 to 10,92,5
62,master's degree,yes,2,school_bus,< 5,84,5
63,bachelor's degree,no,2,school_bus,5 to 10,69,5
64,some college,no,2,school_bus,5 to 10,53,5
65,bachelor's degree,yes,5,private,NA,90,5
66,master's degree,yes,1,school_bus,5 to 10,81,5
67,some high school,yes,NA,private,5 to 10,76,5
68,some college,yes,4,NA,< 5,86,5
69,some college,no,1,NA,< 5,62,5
70,associate's degree,yes,2,NA,< 5,58,5
71,associate's degree,no,1,private,> 10,87,5
72,high school,no,3,private,< 5,56,5
73,NA,no,2,private,5 to 10,75,5
74,some high school,yes,1,school_bus,< 5,69,5
